,review
396,"Picka ti Machina 

Youve been reverted, so fuck ya back

How about"
397,"Dreadstar, LittleMountain5, and some jerk on the Internet are cocksucking ass"
398,"Asshole censor keeps censoring 

Paid mole is pure scum.

F"
399,"DanielRigal 

BITCH YOU ARE A FUCKING GEEK ASS PUSSY"
400,"DENNIS GO FUCK YOURSELF, NIGGER!!! COCKSUCKER STUP"
401,talk hey asshole  will you go fuck your dead mother if you're going to spread libel about me
402,WHAT THE FUCK IS YOUR PROBLEM!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! WRITING A RESPONSE
403,"Fuck off, before you give me the 'wikipedia is not a playground' message, it is a"
404,"HAHAHAHAHAHAHAHA YOU CAN'T STOP ME FUCKING HOMO!!!!
WHEN MY BAN"
405,"To Ymblanter 

Eat my dick asshole, there's no way to contribute when"
406,WHY THE FUCK DID YOU DELETE MY PAGE YOU FUCKING STUCK UP SNOBB
407,"You are a fucking dick pseudomonas 

you do not deserve to live fucking piece of"
408,"fuck wikipidia 

and fuck you.

Fuck this stupid site and the useless"
409,"Me? Arguing? Go fuck yourself. I'm not the one creating multiple accounts, vandalizing"
410,"What the fuck does a dumb Canadian polock like you know about Staten Island, New York? I"
411,"GO FUCK YOURSELF 

FASCIST. Leave your racism out of the Jonathon"
412,"Racists 

They are nothing but racist little boys with little white dicks who want to"
413,ANN COULTER IS A NO GOOD FUCKING CUNT AND SHE IS GOING TO
414,"Omer Fa (Fuck ya) ;-) 

Hi paki what's up I am"
415,"YOU DUMB ASS!!
Why the fuck would you delete the trajectories on the B'"
416,"You stupid, you are so damn follish. And the BMT Broadway Line page, when the"
417,But before I block you I just wanna say that I am a huge pussy and loved to get fucked
418,hey bitch im trying to edit this page and u deleted it. u son of a bitch better put
419,"""

MacBook Pro 
Son of a BITCH! Dammit >_< Damn"
420,"i fucking hate you, you goddamn little fucking prick!! 

Since you love Jesus So Much"
421,"Max, I seriously don't give a flying fuck about you, Jakezing, or your attitudes towards"
422,Fuck you people are dumb.... Facebook IS a public domain and the picture is not fucking copyrighted. Get
423,dick administrator! The administrator should mind his own business!
424,"You snivelling little shit.... 

horrible horrible HORRIBLE vile nasty things are"
425,hey will how bout u suck my dick D! try to fckin mutha fck
426,"I'm back 

Yes I'm back, but I won't do anything stupid you ass"
427,Where the fuck is the printer toner you stupid motherfuckers?  205.157.110
428,"Your Stupidity 

The Assyrians are not extinct you incompetent bigoted fool. You lack"
429,WHO GIVES A FUCK IF ITS GOT A LITTLE HYPHEN IN THE MIDDLE
430,"your moms yummy cum 

Fucking Bastard
you son of a bitch, asshole,"
431,ZHANZHAO IS A MOTHERFUCKING PUSSY INDIAN-CH
432,"You can suck my ass, you stupid asshole. THIS was a personal attack. But maybe you're"
433,"Your Edit 

Please refrain from sucking cock, as you did to all the male administrators on"
434,fuck you bitch. and fuck you lousy and misleading wikipedia:chemtrail page
435,"Lets not edit user pages and look like a fucking moron, ok? Ok. Go home"
436,"You Suck

I despise you, you are a snobby, jerky Quinn who should"
437,"Dont worry, I'll unplug my router tonite to get another IP address, u fucking"
438,Fuck off with your changing of genres of songs you sick motherfucker.
439,"Insult for MusikAnimal 
, you're a fucking shit, the reason that i'm"
440,"fuck u asshole 

cock dick ass fuck shit bitch fucccccckkkkk y"
441,"Fuck Chester Marcol 

Fuck Chester MarcolFuck Chester MarcolFuck Chester MarcolFuck"
442,"For fuck's sake just fucking stop you spastic! As any fucking moron could tell, the"
443,"Fuck off please. Isn't my fault he is a leech on society with no job, friends"
444,"fuck you 

 fuck you fuck wekipedia, fuck all you good for nothing dipshits"
445,"you stink 
You suck HangingCurve/Blueboy96. Even if you admins block"
446,"""

 Clarification 
Oh you're a fucking idiot bastard right?! Many of Wikipedia users thinks"
447,"Your a stuck up arsehole
have some fun for fucks sake you little cunt"
448,"""

 Don't like people calling you out on your bullshit? Cut off their tongues. 
"
449,"Vandalism 
Fuck, you're an idiot. Cult members abound. Leaving a message on"
450,"WIKIPEDIA CAN SUCK MY BALLS

I'm fucking done with helping wiki"
451,my name is dub ya or w and i hate you you changed my hanging? the fuck is wrong
452,Glenn Beck is a faggot. He likes dick in his ass. I'd like to
453,"fuckAN MORONS

STOP CHANGAN THE PAGES

OR I AM TW"
454,Fuck you. My edits were legit. Paula Deen is fucking obese dude it's a fact.
455,Then you need to get laid in the ass badly so you're not such a cunt like this to
456,"HEY ASSHOLE 
How about you let the asshole respond to my question before you decide"
457,"""

 UNBLOCK ME YOU ASSHOES! 

{{unblock|HAHAHAHA!!!"
458,I no longer give a shit! Go ahead and fuck up the article! I will have a good
459,"Attack This F*****! 

You are a f**. You think I care about attacking"
460,"Blocking Anthony Robbins 

You fucking moron. You blocked the wrong person. Useless"
461,"Hi
Hi you fucking retard.  Flakes41 was not Creamy3, I am!"
462,"""

My god, you are stupidity incarnate.  HOW THE FUCK is this picture """""
463,"Hey white person, you suck. Stop being so white. Nigger pride. 
-(non"
464,"Ok.... 

Bitch i swear to God i will fuckin beat your face now itz"
465,"""::::: Get off my dick, cunt. In case you didn't notice, the block was after"
466,"Say what? 
TAB 
Bitch, are you for real? Motherfucker"
467,"GO FUCK YOURSELF! 

there was no reason to delete what i put in that"
468,"THIS IS A PERSONAL ATTACK 

YOURE A FUCKING BITCH
SUCK"
469,"I didn't attempt to harass others, I actually did!, so fuck YO!

122"
470,You suck. I was making the article and then you tag it with deletion. You power hungry nerd
471,YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU S
472,YOUR ARE FUCKING GAY WAD!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
473,"Why you revert my edits, bitch? you bein' a punk ass fuuucccker."
474,"SUPPRESSING THAT, YOU FASCISTS
SO FUCK YOU FOR SUPPRESSING THAT,"
475,Go fuck yourself. Conrad Black cheated thousands of people out of their pensions. Anyone who defends hm
476,"Fuck You Andre MIchael Brown you undersized cowardly pussy

You and that pussy ass dip"
477,i'll hook your mom you motherfucker. yeah suck my balls and slurp my come.
478,"""

hey dude
you sucked your dog's cock or your dog sucked yours?  —"
479,"Screw you to goddamn hippies!!

Wikipedia Sucks!!!!

WAVeget"
480,"asshole? 

congratualtions on being such a huge fucking asshole!!! Bong"
481,Gamaliel is a spic asshole with an axe to grind.  Get rid of him.
482,"""

try these important things and maybe you won't be such a sucker motherfucker:"
483,"What the fuck.  Dude, you DON'T consider this harassment?  Do a fucking google"
484,"Can I insert my big dick into your vagina? 

It will make you feel good."
485,"Fuck off, subhuman scum. You lost the right to demand civility when you posted The"
486,"Thx for LOL 

You are a steaming, shocking pile of dead bodies and crap"
487,"You bastard 

You bastard, you deleated my article before I even had time to write"
488,"You know what? FUCK YOU.  I didn't vandalize your talk page, I FUCKING"
489,. Stop fucking sending me shit! this is becoming personal bias! Don't be an asshole!
490,"you are fucking morons 

you realized that wikipedia became like jew-watch right?"
491,",
BILLCJ's Mom, she's a big fat, fucking bitch
Big old fat"
492,"The all powerful JohnCD... 

The all powerful JohnCD... A motherfucker with"
493,", 19 June 2008 (UTC)
hey fuck you twat! mod or not. you are"
494,fuck you you son of a bitch you fucking bastard child.fuck off you little prick.shove
495,"I'll leave you alone when you levae me and my talk page alone, you white fuck."
496,"WHY DON'T YOU JUST BLOW IT OUT OF YOU ASS, YOU DIRTBALL"
497,"I am going to shove a pineapple up your ass. 

You'll fucking need major surgery"
498,"==Greetings to the Fuckwad Jimbo Wales

Greetings fuckwads. "
499,Dont fucking put a template warning on my page and try and insult me like that you stupid fucking
500,"Yes, you need to, because your fucking ass doesn't know shit about it AT ALL.Rock"
501,"Go ahead cock breath, you will block thousands and I have several accounts with different ip addresses - get"
502,ONCE AGAIN JD UK IS A FUCKING FAGGOT FUCKER WHO DESERV
503,Look you little cocksucker. I did nothing wrong. I am sick of your bullshit harassment and
504,"this also ponders my imagination 

i say FUCK IT! FUCK SPLITTING THIS FUCK"
505,"Fuck you too
Thanks for blocking me... but you didn't do good enough..."
506,"Buck Winston  

Fuck you, I won't do what you tell me

"
507,"ASSHOLE 

YOU FUCKING ASSHOLE I HATE YOU YOU SUCK"
508,"HTF does this disrupt shit?  Seriously you guys take shit to seriously, losers."
509,"""

THIS FUCKING LIBTARD COWARD REVERTS ALL FACTUAL EV"
510,"fuck u 

If you our gonna make a list make sure you include all of them so"
511,Go fuck yourself and stop contacting me.  I never touched any kitfo page.
512,"Dear Alaexis, this kid is an asshole, does not understand anything, an idiot."
513,"Horrible horrible... 

...little shit, That's what you are. Horrible horrible"
514,", I hope your retarded kids get anal raped and murdered for having such a fag as a father"
515,HOW DARE THEY SIT UNDER THE WHITE MAN'S TREE. THEM FUCKIN NIG
516,"Where do you live, you little shit? 

Give us your address and we'll come"
517,"Ban Me
You stupid cunt. Do you think I can't come right back with a different IP"
518,You petty jackass. Why do you wee nazi twerps think banning will save you from
519,"fuck you 

Muthafucka,  you jerk you scum lowlife loser"
520,"Hey I thnk that you an asshole 

You just love to fuck your momk"
521,"suxk my dick 

YOU FAILED AGAIN TO BLOCK ME WIK"
522,fuck all admins that are on wikipedia why don't you just fucking kill all of your selfs
523,first things first. you're a fucking weirdo visiting graves of people you've never obviously met.
524,"Yawn, retard. About half a million people use this IP, you can't do fuck all"
525,"You are the same person! 

You stupid ass crackhead you are the same person as"
526,"being initially search for.

and a parting note: GO FUCK YOURSELF"
527,"FU, you stupid british tea bagger. How the hell can Calzaghe and Ot"
528,"Don't you dare try to block me, jerk.  I don't give a rat's ass"
529,"""don't fucking change the information no the tenchi page when you don't know your ass from"
530,"(YAAAWN)
huh?
what me?

oh fuck off you"
531,I dislike homos like you.  My cock is for girls only.  Go try to impress
532,"Hey Ned

HEY NED, Why don't you actually do some fucking work on this"
533,"metalcore is NOT a punk genre you fucking idiot, it's a type of METAL, god"
534,"Get a life you animal fucker
Shut up you fucking nigger. Fuck off and shit your"
535,"Fuck you 
fred fuck you you bitch ass punk u can suck a dick deleting everything fuck you"
536,"OI 

just cos I made an edit you dont like dont call me a fucking vandal"
537,"""

 WHAT....THE...FUCK.... 

WHAT THE FUCK DUDE? I CAN"
538,"FUCK YOU! FUCK YOU! FUCK YOU! FUCK YOU! 
FUCK YOU! FUCK"
539,"Life insurance?+++ 

Don't fuck with them or you wont live long ++++"
540,"well you can suck my balls gay fuck. Wikipedia is not censored, so I don't give a"
541,"Bastard 

You fat bastard! You have done it! Your end will come!"
542,"Oh go fuck yourself and stop stalking my page, you twisted bag of wank."
543,"You're a total fag. 

Pokemon netbattle is some awesome fucking shit, and"
544,"YOU SUCK 
What is wrong with you?  All I wanted to do was make an"
545,"ur a faggot, fuck off and get a real job and stop fucking with my posts
"
546,"Ima gona slash your tires!!!!!!!!!!!!!!!!!!!!!!!!!!!!! 

What the fuck is your problem"
547,"You can also go out and suck 500 dicks and suck your daddy's dick too
  "
548,"faggot 

You lil piece of shit I haven’t vandalised nothing I"
549,Go fuk your mom you fukin faggot.  I'll commit vandalizim
550,"got a fellow loser to tell me off did you? Think I give a fuck?!  
"
551,fuck you! you fucking twat dont u dare insult me! do u not no hu i
552,"intimidation, but what i would do with your fucking fat piggy face and people you pigs"
553,"Learning to Fuck off. 

Hello, welcome to my page. You can fuck off now"
554,Fuck you Guoguo12! You have no life and no friends. So go fuck yourself because
555,"""

How about you """"get the fuck off"""" Jewish-related articles and stop adding Israel"
556,"fuck you cuntard, cheeks baroni is a local figure up here, let his legend live on"
557,"Message- 

fuck off you old mull i'l fuckin find ya and terrorise ya"
558,I was speaking the truth u son of a bitch go fucking shove your dumbass cock up your pretty
559,"Blah 

You fat dykey cunt!  If you would fucking read for once in"
560,"THIS PERSON IS AN ASSHOLE!!!
THIS PERSON IS AN ASSHOLE!!!
THIS PERSON"
561,"I HATE YOU KAFZIEL, GO SUCK A DICK MAN, YOUR MOM"
562,Like the fucking Jews can keep good people from commenting on this coolie's talk page. Achmed
563,"I'll fucking eat your queef asshole 

If you talk on my talk page, I"
564,"Wow

Holy fuck this girl is hot as hell. I know we aren't supposed to put"
565,"No 

YOU will be block! Now go fuck yourself before I get you removed from here"
566,"How's about you shut the fuck up instead... 

If your going to use wiki to"
567,What the fuck did you just fucking say about me you little bitch?
568,. EAT S HIT N IG GER P ILL NEVER STOP F U CK ING UP YOUR
569,just telling everyone fuck you and i love to have my dick sucked by my dog with pennant butter
570,"Fuck off

You are NOT an administrator. You DON'T have the authority to tell me"
571,This ARTICLE sucks major cock. you people are pathetic excuses for human beings!!!!!!!!
572,"Fuck you!!! 
Go and buy some Andrex and wipe your rats ass/face (delete"
573,"SuperMarioMan is a fuckass!
You are a stupid motherf**ker! Raviol"
574,"Typical yank 

Rockstar is BRITISH, you can fuck yourself if you"
575,"Every Wiki Admin Can Suck My Mutha Fuckin' Dick 

I'm g"
576,"DO SO ALL MEXICANS AND 

BLACK PEOPLE ARE SHIT HEADS AND"
577,"You work those articles, Bitch! 

Write 'em, clean 'em up,"
578,"do i look like i give a fuck, u are all sad fucks with nothing better to do"
579,"Whoever banned me is a fucking idiot. 

Why didn't you ban the antisemites"
580,"CKCKCKCK
Yo i see u tryin 2 change shit wit College Point, Queens"
581,I'm getting pretty sick of your shit 💩 u fuckin cock sucking loner and PS you
582,FUCK USER JUJUBE!FUCK WIKIPEDIA!DESTR
583,ZHANZHAO IS A MOTHERFUCKING PUSSY INDIAN-CH
584,fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck
585,"I am going to shove a pineapple up your ass 

You'll fucking need major surgery to"
586,"""

 dts 

Nothing was """"varified"""" and you're a fucking idiot."
587,"go fcuk youslef 

I am going to kill you this is a threat"
588,"Take your sandbox huggle warnings 

And stick it up your asshole retard."
589,"Asshole, why did you bring everything here. Tell me!!! 117.198.154.102"
590,"TWAT 

your a fucking twat mosh u fucking little batty boy wots"
591,"BRAPPAGE 

fucker don't u dare delte shalamo i will"
592,"""

And western reports are? You're a biased fuck. So, the US, UK"
593,you bitch why does it matter it's the same goddamn thing all other nycs articles have that
594,"What ıs your fuckıng malfunctıon, do you prınt lı"
595,"Message 

Get a life- fuck off you mull!

122.106.83"
596,"Dickhead

Don't be a dick and add stupid and clear vandalism to articles. It isn"
597,"Pete sucks peters, you worthless piece of shit NDP attack queer, either take all your medication"
598,"stupid head 

YOur dumb and you are stupid die die die go suck a butt"
599,"HEY DUMB FUCK 
[]This is my sock Joehazelton Hey Dumb fuck"
600,"hai2u 

Suck my penis, also I left a message for you on my"
601,"That's becasue you are an asshole and a cunt, you fucking asshole. Your whimsical"
602,"""

 no cats for you! 

You're a dick, go fuck a cat,"
603,"you shut your whore mouth 

 An open letter from the Wikipedia Review 

This is a"
604,Hello asshole. Your mother might be a cross wiki vandal or even a cross country whore but I am
605,MEXICANS SUCK MEXICANS SUCK MEXICANS SUCK MEX
606,and  are two homosexuals who worship the penis of Jesus and believe that he was the greatest bastard in
607,Eat my asshole.  You did nothing when others wrongly accused me of vandalism.  This is the
608,"""

 Helly Jimmy, well; fuck you. 

According to Wikipedia talk:No"
609,"FUCKING COCKSUCKING ADMINS, EAT MY SHIT CUNTS"
610,Sorry but your a fuckin mexican or british person. Americans know more then you
611,"How about, instead, you go fuck yourself.  Hm?  How about that? "
612,"N ALL U BITCHES SO YEAH, WE DONT SPEAK GERMAN,"
613,"You people are absolute fucking morons. You said find a source, I found it, now it"
614,FUCK YOU!!!!!!!!!!!! YOU FUCKING NIGGER BAG OF SHIT I HOPE YOU
615,"Hey
how ya doin fuck face? did u think you were safe? huh? did ya"
616,"That is fucking ridiculous.  Still the other editor got not so much as a warning, let alone"
617,"Beeblebrox, you f*cking prost!tute 

Beeblebrox"
618,"screw you
why dont you stick it up your fucking ass than lick it out, block it"
619,HOLA FUCKER RETARD WHO HAS NOTHING BETTER TO DO THAN DO W
620,"Fuck you 

Why the fuck do you delete pages with no strong reason? You are a"
621,"My Edits 

Quit fucking with my edits you stupid Awbern shit eatin'"
622,What the fuck?  People add unsourced shit to the wikipedia all the time.  Why
623,"you are a big dickhead 

your an asshole it was not me you utter bellend"
624,"Lies, fucking lies, may you rot in hell for all of your lies and blasphemies"
625,"Fuck you, I was curious as to who the actors played, and to read Cumberbatch is Khan"
626,"""Some annoying douchebag keeps putting up his own website """"fuckperezhilton.com"
627,"cmon, im waiting for ur cum over over all over this fucking website.

fuck anonymous"
628,Hey idiot! What's this fucking and animal language?! Write in English you subhuman Turk (T
629,Listen here you son of a bitch. Next time you undo my edits I'm gonna hunt you down
630,"sarah palin is a fucking bitch 

this stupid nazi woman is a fucking bitch"
631,Fucking cabal of donkey raping shit eaters I hope you all get cancer.
632,"Hi Bading 
Putang ina mong bakla ka. Fuck you kang"
633,"Shove your bloody warnings up your lame ass where it belongs!  

Stop giving warnings"
634,"""

 Fuck you 

  Mother Fucker Mother fucker of a bitchMother fucker of"
635,"Ibaranoff Is a Cocksucking Little Bitch 

WHY DID YOU DE"
636,"Fuck you, you cunt.  Don't ever fucking accuse me of vandalism.  Don't ever"
637,"A little song 

Fucky fucky fucky fuck
Fucky fucky fucky"
638,Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and
639,"YOu Are A SOn of Bitch Turk

Just to let you know you know"
640,"so everytime i reset my modem my ip changes

fuck you petty sexless ugly ass desperate"
641,"My personal opinion 

Is that you're a fucking wanker and I hope you die"
642,Who the fuck do you think you are? How dare you fucking block me! You have NO ID
643,"Listen here fucker illythr, if I ever catch you on wikipedia again you'll have"
644,"suck my dick first, maybe then i'll consider what you have to say."
645,Go fuck yourself you little pinko commie bitch.  You little fucking 15 year old kid.
646,"Hello 

Hey motherfucker, don't revert my edits again you fat sack of Wikipedia"
647,"because you fucking retard, the original ova is only like 5 episodes. there are 3 OVA"
648,"U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U"
649,"Snowager, i will hack you, because you're a fucking shit, and please, it you"
650,"FUCK U CUNT!!!! 

LEAVE My STEPHEN THOMSON"
651,"""Fuck You==
hey fuck you, who the fuck checks """"Phnom Nam Lyr Wildlife"
652,Who cares asshole? Stop terrorizing wikipedia users with your stupid questions!
653,"FUCK YOU 

I MOTHERFUCKING HAVE BEEN TRYING TO TALK"
654,"""

Fuck off you spastic. I can access this via a proxy, using one of"
655,"listen ass  

I suggest you STOP trying to harass and threaten me.  I"
656,"are you stupid? 

will you fucking stop removing links from the pages i edit?
"
657,"What a shock 

A wikipedia admin who happens to be a petty little nazi asshole"
658,"Fuck All Asyriac Nation 

Qamishli belong to Arminian and"
659,Shut the fuck up you ain't even staff and Venior can go fuck himself that prick fucker
660,"somebody should shoot that stupid fuck madman 

madman is a stupid fuck who does"
661,"YOU FUCKERS THINK YOU CAN STOP ME, YOU REALLY THINK SO. WELL NIG"
662,he can just fuck off. This project will wither and die due to people such as this and
663,I dont know who you fucking think you are you cocksucker but this is a whole load of
664,You lil piece of shit I haven’t vandalised nothing I will fuck u up whore
665,"Please fuck off, your leftist PC nonsense is apparent.174.88.155.12"
666,"Hey

Why the fuck would I vandalize my own article, dipshit? Keep your fucking"
667,what i mean to say is that im a big fucknig idiot and i dont know what im
668,"Prick 

Hey Ryan, Fuck you faggot, how do you like those apples"
669,"No, it was RE-ADD.. not read with two d's.. you STUPID FUCK"
670,DAMN YOU U CUNT DAMN YOU U CUNT DAMN YOU U C
671,"okay okay okay first off FUCK YOU.

SECOND SECOND SECPOND HOLD"
672,"If you're a motherf**king a**hole, what can I do? 

"
673,"Fuck this. Wesley, Outrigger, and latterly, Johnbod,  life is"
674,Did Gabrielle fuck a chick? Did Gabrielle express an interest in the fiction in fucking a chick
675,You are such a faggot..dont tell me what to do...ill fuck you up
676,"Listen you sick fuck 

You perverted freakshow loser, nobody wants anything to do with"
677,"It's your loss, fuck-knuckle. I give you the 'justification' you seek"
678,"Dear Sinebot

Fuck you.  In case you didn't know... If I don"
679,"You motherfucker

You suck major frisco cock. lying commie bastardo!"
680,"""
You dopy little fuck, """"wee curry monster"""".  I was supposed to"
681,You are a gay homo. I hope you choke on your penis and die. I am sending
682,"Hello. 

Your talk page has been vandalized because you suck dick."
683,You are a fucking cunt and a half. I hope your mother's vagina is raped with a chains
684,"To Blanchardb 

You dumb motherfucker I am going to sue the shit"
685,"wah wah 

Why not tell that communist faggot Jeffrey to fuck off and"
686,"I wish the Euro%74rash would stop fucking up Jewish articles. 

Only Jews"
687,"Your general suckitude 

Get your cock out of your mouth and ban me. I can"
688,THIS IS MY PAGE FUCKERS SO I CAN SAY WHAT I WANT. FUCK YOU DRINI AND
689,"stupid 

assholes never die rightß INSTEAD; THEY BECOME W"
690,"Paid fukkin scumbag - Kleargear 

This fukker has"
691,"Audi A4
YOU ARE ASSHOLE, MOTHERFUCKER, SHIT,"
692,"Anyone ever.... 

Told you to fuck off, you lousy cunt? I've been"
693,"""
try these important things and maybe you won't be such a sucker motherfucker:
"
694,"Sick POV
What the hell? 
User:Izady is a sick fuck:"
695,go fuck yourselvers up the ass with a barbedwire bound live hand grenade. Explosive orgasm
696,"Useless piece of shit 

You're an asshole, you useless piece of shit. Get"
697,"Fuck You 

Fuck You. Get a vinyl and put in your mama ass your sc"
698,"fuck off loser, go edit more pages or whatever the fuck you do. i see information about my"
699,"""

What you """"hold"""" or believe doesn't fucking matter, fuckface.  Wikipedia"
700,"Ccwaters is still a fuck 

You're still a fuck, good luck on being"
701,"Stop fucking doing this, you retarded kids, you're going to ruin it for everyone on the k"
702,"Bullshit... Turn off the garbage they play on the radio today, and listen to this woman's"
703,"fuck you 
how about you fuck off you fucking gay cunt and stop fiddling with animals its"
704,WHO ARE YOU FUCKING CUNT HEADS TO TELL ME THAT I AM NOT WEL
705,"Block MilboreOne And Huon 

Fuck you.but I need your help,"
706,This fucking user is trying to tell me that Australian Aborigines are not constructive. What a fucking
707,Your a fucking bitch faced fuck head asshole mother fucker shit breath bitch.
708,"Hey you FUCKWAD pedophile

Do you even fucking realize what this asshole did to our"
709,"Go fuck yourself for giving me a sandbox warning 

His face was BURNT in the attack"
710,"Haha Fuckface!!!

Let's play this game all night long shit-bitch!"
711,"YOU ARE SUCH AN IDIOT. If it had not been for fucks like you,"
712,"CambridgeBayWeather, I fucked your mama, man 

lick a dick,"
713,You're a dishonest asshole that will never touch a girl until you move out of your parent's basement
714,"fuck this motherfucker asshole 

This asshole should not have his own page, nor should"
715,GET FUCKED UP. GET FUCKEEED UP.  GOT A DRINK THAT YOU CANT
716,Fucking administrators DAMN YOOOOOOOOOOOOOOOOUUUUUUUUUUUUUUUUUUU
717,"and you are a motherfucking asshole,suck your dick,you dirty son of a whore"
718,FROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS
719,you fuck misterwiki.   you fuck misterwiki.   you fuck mister
720,"""YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK

YOU FAT FUCK
"
721,Fuck you bitch! I will go to your house and kill you with my gun!
722,"FUCK YOU YOU RED SCUMBAG 

FUCK YOU YOU RED SCUMBA"
723,FACK YOU   FACK YOU   FACK YOU   FACK YOU  F
724,"Umm 
Dumb ass noob here with my dick stuck in a bear trap with a"
725,Paul Tibbit is a fucking-ass little piece of smelly donkey shit that raped SpongeBob rock
726,"Cuando Quiero Llorar TV Series
You Fucking son of a bitch, who"
727,You're fucking gay. Get a job and quit arguing with people on the internet. It doesn't
728,How would you like to lovingly suck my huge gonads? 124.176.176.8
729,i think you'll find you are edit waring too so fuck you how dare you swear at me
730,"SAD 

You are one sad fuck. Try to get out of the basement, there"
731,"i will 

eat dick of every tokio hotel members
do you come with me"
732,"Lisa Williams a medium?? 

No offense intended but are you fucking insane? Shes a"
733,"Oi Wankstain ==

Fuck off you ignorant cunt, yeah? Revert this"
734,"Fuck you. You come in, put it all back, then REMOVE the template, you"
735,"SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!"
736,YOU GUYS ARE FUCKIN CRAZY YOU STUPID SHIT LICK YOUR OWN P
737,"HEY CLOWN..YOUR MEAT PUPPET,  Really FUCKED THE DOG"
738,"your a fag!!! 

you are a fucking punk ass little bitch stop editing other peoples"
739,"""

 'Go suck your mudda' 
Why did you undo my post on Under"
740,"In defence of China! 

Hey Koreans, who the fuck do you think you're dealing"
741,"Cease and defuck
Your work is a fuckability. See Wikipedia:Wikipedia Fuckpost"
742,"clue bot ng sucked my cock. I have 14 inches

I have a huge penis and"
743,"fuck you.

your fuckin stupid and i'm black and fuck you
fuck uou
"
744,. PS: I'm a fucking cunt piece of shit. I hope I die and rot in hell
745,"""Sir you are caucasian..... and YOU dont know what the fuck you talkin about and"
746,"Hey 

hey faggot, are you dead yet? or are you watching your mom"
747,"""

 A cheeseburger for you! 

  Hey fuck you for deleting my page that"
748,"Fool 

You are another fuckin moron on here along with Wobbs and Ep"
749,"I dare you to report me bitch 

YOU FAILED AGAIN TO BLOCK ME"
750,"""

-———————————————————————————————————————————————————————————-

Suck my dick. Thank you."
751,"I've had enough of you, ASSHOLE 

Go fuck youself up the ass"
752,"To BongWarrior, Listen you fuckface, maybe you should get a fucking life, lose"
753,"If that's not administrative, I can undo it can I? Of course not. Fuck off you"
754,"wateva minga mc donalds worker
u r a fuckin paedofile
leave"
755,too be honest with you im fucking sick of editing all i do is go around after other cunts
756,"Fuck you 

Just one more reason to support my theory.  Where is Hitler?"
757,I bet Uber here would love to shove that rotting green foot up his pussy.
758,stick your warning up your arse you fucking gaywad. how about you read WP:GAME
759,"Hey you scum!!! 

Haha, you've also a warning you raped son of"
760,"Go fuck yourself 

Millions of people wanted to see it and you spoiled it for them"
761,"Hmmm... I notice on looking at this page's history, that you fucking idiot Wikifools"
762,"man u piece of shit 

u piece of shit,u fucki9ng 6 yr"
763,You god damn son of a bitch you fucking blocked me again.  You block me one more time
764,"Wow... 

Your just a fucking retard. Some of my edits are actually good source,"
765,"your mom is my slave and your father is my bitch 

you all shall bow down to"
766,{{unblock|You fucking moron.  You blocked me for reverting unwanted edits to my
767,"you're a dirty faggot 

lick my hairy nut sack douche bag,"
768,you suck dick and should be arrested and thrown in jail.  you also suck and should be blocked
769,and i'm going to keep posting the stuff u deleted until this fucking site closes down have fun u
770,"OI YOU FUCKING DICKHEAD 

ARE YOU LISTENING TO ME OR HAVE"
771,MAYBE YOU DONT UNDERSTAND THE HEIRACHY YOU FUCKING CUNT
772,Are you a fucking dick-head?  People like you should be prohibited from editing Wikipedia. 
773,YOU F***** WHITE PROPAGANDA CHIEFS! GO AND DIE! DOWN WITH
774,"Go Fuck Yourself 
Stop sending me harrassing messages about edits I never made on pages I"
775,"YO B1TCH! 

you absolute fuk1ng little b1tch"
776,"You're not even able to use fucking *google*, can you...?!?
http://www"
777,"Hello there you stupid weedhead! 

You are so f***ing stupid and dumb."
778,"your a bitch  

hey bitch i own  this shit bitch and u suck dick."
779,YOU ARE A  N I G G E R AND ARE GOING TO LICK YOUR HUSB
780,I call bullshit on that! Either behave or I will formally ask you to stay the fuck off my
781,"Somebody fucked a monkey?

Does scientific consensus oppose this?"
782,fuck you. Are you happy that Jews like Madoff bankrupted your country?  Actually it is
783,"Antonio, quite frankly, you're a fucker for comparing Mercado's sexuality to Babe"
784,How the fuck did you do that.  Damn ur fast.  You must get a shitload
785,"LGBT 

you little fuck, are you a fag, that piece of shit page is"
786,"YOU BASTARD!

YOU STUPID BITCH! JUST BECAUSE YOU'"
787,"Martin Conway sucks cock in the Men's toilet at the ANU 

hahahahahh"
788,THEN GET RID OF THE STUPID FUCKING BRICK COUNT  WHO THE FUCK
789,"hey idiot 

quit fucking with the sentry gun page. you leave in links to other"
790,"fucking virgin fuck 

go fuck yourself geek

ps: you have an average sized"
