,review
175,"At this point it seems almost unnecessary to state that Jon Bon Jovi delivers a firm, strong, seamless performance as Derek Bliss. His capability as an actor has been previously established by his critical acclaim garnered in other films (The Leading Man, No Looking Back). But, in case anyone is still wondering, yes, Jon Bon Jovi can act. He can act well and that's come to be expected of him. It's easy to separate Derek from the guy who belts out hits on VH-1.<br /><br />I generally would not watch a horror movie. I've come to expect them to focus on sensationalistic gore rather than dialogue and plot. What pleased me most about this film was that there really was a viable plot being moved along. The gore is not so much as to become the focus of the film and does not have a disturbingly realistic quality of films with higher technical effects budgets. So, gore fans might be disappointed, but story fans will not.<br /><br />Unlike an action film like U-571 where the dialogue takes a bac"
176,"I saw this movie once a long time ago, and I have no desire to ever see it again.<br /><br />This movie is about Preston Waters, a hard-lucked preteen, who always seems to be overlooked by his family and who always seems to be short on cash. All this changes when a bank robber runs over Preston's bike and passes him a blank check as compensation. Preston uses the check to withdraw $1 million from the bank (ironically, the money belongs to the bank robber who gave him the check). Preston then buys a mansion and says that he's working as the assistant of a mysterious and wealthy backer named Mr. Macintosh (named after his computer). After that, he just goes crazy with the money.<br /><br />On paper, this sounds like a great idea. However, on screen, it is one of the emptiest movies I've ever seen. For one thing, it's too unbelievable. I know some parts of the movie were meant to be incredible, but I draw the line at a twelve-year-old boy going out with a thirty-year-old woman, and being "
177,"The only reason I wanted to see this was because of Orlando Bloom. Simply put, the movie was spectacularly average. It's not bad, but it's really not very good. The editing is good; the film is well-paced. The direction is competent and assured. The story is plodding. The film is averagely acted by Ledger, Bloom, and the normally great Watts and Rush. The accents are impenetrable if you're from the US so just sit back and enjoy the scenery (or as I like to call it, Orlando Bloom). By the end of the film, I was neither bored nor moved. Some people have asked what happened to Ned Kelly at the end of the movie. I have to say, I so did not care by that point.<br /><br />Really, the only reason I can recommend this is that Orlando Bloom kind of, sort of shows some hints of range (although the oft-present ""I'm pretty and confused"" look is prominent), so fangirls may find it worth the matinee price. Other than that, just don't see it. It's neither good enough nor bad enough to be entertaining"
178,"Why a good actress like Elizabeth Berkley stars in this commonplace movie???!!! The cast gives some good performance (Elizabeth Berkley as a Barbie girl, Ele Keats as a girl without mother and Justin Whalin, a guy eternally lessened by his bother), but the direction is extremely boring and the story is NOT so interesting and original. I can NOT believe that a movie like this was produced for the big screen! Julie Corman (the producer): are you CRAZY???!!!"
179,"Verhoeven's movie was utter and complete garbage. He's a disgusting hack of a director and should be ashamed. By his own admission, he read 2 chapters of the book, got bored, and decided to make the whole thing up from scratch.<br /><br />Heinlein would have NEVER supported that trash if he'd been alive to see it. It basically steals the name, mocks politics of the book (which is a good portion of it), and throws in some T&A so the average idiot American moviegoer doesn't get bored.<br /><br />This anime isn't perfect, but it's at least mostly accurate, as best I can tell."
180,"Film can be a looking glass to see the world in a new light. Good Night and Good Luck, for instance, offered parallels to modern judgement-without-evidence and encroachments on freedom. It is easier to examine a moral problem when it is not too close to home: by putting it in a fictional or historic context removed from our immediate situation. With pornography, we consider ourselves 'enlightened' and our forefathers to be hidebound by quaint ideas - usually involving fire and brimstone, but the definition of what is obscene can easily fall prey to ignorance and unscientific interpretation instead of evidence. Bettie Page was a cult icon of an era which included not just McCarthyism but the banning of comics (such as Tales from the Crypt) on the basis that they would turn youths into half-mad juvenile delinquents. This film, developed from key questions raised in her life, poses dilemmas that are as relevant today as back in 1950.<br /><br />Our film opens with two key scenes. In the f"
181,"The main aspect about the Superstar's movies at his later stages were the frequency, the lacuna between one movie and the next. Being a well established star of the south Indian cinema, the feedbacks he was receiving before Baba was great. <br /><br />Since Nattukku Oru Nallavan (1991), the number of movies he acted in Tamil as a mass Hero in 11 years were only 11 exactly at the rate of 1 per year. All of these were a great hit. He was having a image that many thought could not be easily brought down. <br /><br />But after Padayappa (1999), he went into a state of Hibernation. His fans all over the world, especially in South India were ready to see movie of any kind with their superstar in action. So, the Tamil cinema industry decided to come with Baba. <br /><br />The movie makers thought that the fans will take whatever they show with Superstar in it. But this clearly did not work out in this movie. As usual, the hype from the media and the expectation from the fans were way beyond l"
182,"I can't even believe that this show lasted as long as it did. I guess it's all part of the dumbing down of America. Personally, like David Spade said, I liked this show better when it went by its original title - ""Seinfeld"". What bothers me the most about this show, aside from the obvious, base sense of ""humor"", and general smuttiness, is the pretentious way the episodes are titled. Truly great shows are still funny after many, repeated viewings, like, ""the one where Rob gets accidentally hypnotized"", on the ""Dick Van Dyke Show"", or ""the one where Lucy and Ethel work at the candy factory."" In other words, it's an honor bestowed upon great programs by the viewers. That the writers and producers of ""Friends"" would have the unmitigated hubris to actually title the episodes, themselves, in such a fashion, before anyone's even had a chance to even see it a second time, speaks to not only the mediocrity and lack of original thinking on the part of said writers, but, also, of the stultified m"
183,"It's unlikely that anyone except those who adore silent films will appreciate any of the lyrical camera-work and busy (but scratchy) background score that accompanies this 1933 release. Although sound came into general use in 1928, there are no more than fifty words spoken to tell the story of a woman, unhappily married, who deserts her husband for a younger man after a romantic interlude in the woods.<br /><br />The most vividly photographed scene has the jealous husband giving a lift to the young man for a ride into town, proceeding to drive normally until he realizes the man is his wife's lover. In a frenzy of jealousy, he drives at top speed toward a railroad crossing but changes his mind at the last moment, losing his nerve. It's probably the most tension-filled scene in the otherwise decidedly slow-moving and obviously contrived story.<br /><br />HEDY LAMARR is given the sort of close-up treatment lavished on Marlene Dietrich by her discoverer, but her beauty had not yet been ref"
184,"First, this is a review of the two disc set that came together with the ""Wonderland"" DVD rental.<br /><br />The two movies included with the rental, ""Wonderland"" and the Johnny Wadd documentary, totally obliterate the myth created by ""Boogie Nights"". That myth being that the characters involved in the adult movie trade were considerably more than slimy lowlifes that would do anything for money, basically denying that they were anything other than detestable self-centered whores. This is amazingly similar to what the book ""Wiseguy"" and the movie ""Goodfellas"" did to ""The Godfather"" fable and most of the rest of the gangster romanticism lore.<br /><br />Now, what irritated me most while watching these movies, and will probably irk anyone who saw and liked ""Boogie Nights"", is how foolish and gullible supposedly educated and sophisticated people can be. ""Dirk Diggler"" in ""Boogie Nights"" is without a doubt John Holmes, who unlike ""Dirk Diggler"", had no redeeming quality. Holmes was a crimina"
185,"there was some truth to this movie. I remember a story reported 15 to 20 years ago of 4 fisherman finding a body in the water and they chose not to report it until their trip was finished. I also recall they were charged with interfering with a corpse (or some such charge). I'm not sure if it was in Australia. The viewers outside of Australia must think we live in a country full of rapists and serial murders. Wolf Creek and this film would encourage this perception. The film itself reminded me of A Simple Plan. But as far a being one of the best Australian films ever, as someone claimed, I can't be that generous. Put it this way, I wouldn't bother watching it again."
186,"This review owes its existence entirely to a review. We take a weekly TV magazine to see what is coming up, and duly decide what we will watch. Obligingly, there are brief reviews of most of the films scheduled to be shown on the five major terrestrial channels. In addition to the prose, each film is allocated a 1-5 star rating. 5 means Don't Miss (superior to 4 for Excellent!), down to 1 standing for Poor. We have learned from vast experience that, with few exceptions, stars are awarded for gross taste, foul language, offensive content, promiscuity, horror, blood & guts, and especially killing off the hero/heroine just when everyone was about to live happily ever after. (If that isn't done, the movie is denigrated as being 'predictable' - the worst insult imaginable!)<br /><br />Brave New Girl was given only 1 star, thereby suggesting it was a candidate worthy of our time and attention. This was confirmed by the reviewer's description of the movie as being a ""truly awful tale"", and, """
187,"Unfortunately, the director Amos Guttman died from Aids-related illnesses the year after making this film, so we don't know how many more gay-related films we might have had from him. I found this used DVD, from Cinevista, on Amazon, but it looks like none of his other works are still available. Hessed Mufla (Amazing Grace) contains full frontal male nudity, at least in magazines, which turn into a wishful dream sequence. and some drug use. This is the story of two families getting by, or trying to, but the mothers, the daughters, and the gay sons all have their own problems to figure out. Jonathan (played by Gal Hoyberger) meets up with the next door neighbor Thomas, who has his own problems, of course. Either the translations are a little weak, or maybe Guttman kept the conversation sparse on purpose, for a little mystery. Watching this, I get the feeling we're not getting the whole story, but that's OK. Throw in a cute gay roommate ex-lover Miki (Aki Avni, who went on to do many pro"
188,"Peter Ustinov plays an embezzler who is just getting out of prison when the film begins. As soon as he walks out the gates, he immediately begins working on a scheme to once again make a bundle by stealing, though this time he has his sights set pretty high. This is actually one of the weak points about the film, as he apparently knows nothing about computers (few did back in 1968) but manages to become a computer genius literally overnight! Yeah, right. Anyway, he comes up with a scheme to impersonate a computer expert and obtain a job with a large American corporation so he can eventually embezzle a ton of cash. Considering his knowledge of computers is rudimentary, it's amazing how he puts into effect a brilliant plan AND manages to infiltrate the computer system and its defenses. But, it's a movie after all, so I was able to suspend disbelief. By the end of the film, he and his new wife (Maggie Smith) are able to run away with a million pounds.<br /><br />At the very end, though, i"
189,"This movie really is a mixed bag. On the one hand, the story and concept of the movie are really good, tense and have some nice plot twists in it. But than again on the other hand, it all is told very slow, without style and uninvolved. Still I regard ""Just Cause"" as an above average thriller simply because of the fine cast.<br /><br />Maybe Sean Connery was miscast in his role. I mean, he isn't really that believable as a the main 'hero' and father of a young daughter (played by a still very young Scarlett Johansson by the way) and husband of Kate Capshaw. I feel that he simply was too old for the role to be really credible in it. However Sean Connerey is of course a great actor and that is the only reason why he is still able to carry the movie as good as he does. But he of course is helped by a very solid supporting cast that consists out of actors like Laurence Fishburne, Blair Underwood, Ned Beatty, Hope Lange, Lynne Thigpen and Ed Harris. All actors are really good but some of th"
190,"Yeah, the poster is quite a horrible piece of work.<br /><br />I thought the movie was OK...nothing really outstanding...I just was hoping that he would be a hardcore druggie and totally trash his life.<br /><br />Ahh, but that can't happen to rich kids now can it? Not to the son of a wealthy businessman who holds big ballroom parties and has a nice manicured lawn on the front of the mini mansion.<br /><br />No...the kid is too good to have his life totally trashed. After all, who will drive the brand new SUV and who will go to law school? <br /><br />Ah, the poor little rich kids...in their quaint pretty house, with their ivy league schools, ultra clean homes and socialite parties...what will the world do without them? <br /><br />I hope they all get addicted to drugs, pass-away their life and end up in jail...so maybe we can see movies that don't all revolve around the poor little rich boys and girls of the surreal world."
191,"I saw this movie as a very young girl (I'm 27 now) and it scared me witless for years. I had nightmares about every aspect of this film from the way it was drawn to the music to (obviously) the violence. My parents still argue about who allowed me to watch it and both of them say that they would never let me watch such a movie. I think they only say that knowing that I have such strong feelings about it ;0) I am currently reading the book (out of morbid curiosity and the fact that it's a classic) and it is really a great story. However I don't think that it should have been made into a cartoon. Ever. Well, maybe kids nowadays would find it quaint but it gave me nightmares for weeks and weeks and I still have a hard time seeing rabbits drawn in a similar way. Gives me a little heart palpitation every time. Yah I am a wuss but I strongly suggest that any parent looking to show this movie to their kids, read them the book instead or watch it first to make certain that they approve of the "
192,"I actually like the original, and this film has its ups and downs. Here's just a few:<br /><br />Ups: Most of the original voice cast returned.<br /><br />Downs: I didn't like the voice of Timon's Ma. I know she did a voice in The Simpsons, but that show is just plain stupid. <br /><br />Ups: We get to see Simba as a ""teenager.""<br /><br />Downs: They wasted it with a slug-slurping contest between Timon and Simba. <br /><br />Ups: It was Rafiki who told Timon about ""Hakuna Matata.""<br /><br />Downs: How did Pumbaa find out about it?<br /><br />Ups: Songs again. (some of the original songs were there, but they were just background music.)<br /><br />Downs: But stupid songs. (a.k.a. Timon's solo.)<br /><br />Overall, this is a pretty good movie. I'd recommend it for fans of the original. But if you don't like the original, chances are you won't like this one.<br /><br />My Score: 7/10"
193,"I was China in this film. I choose the screen name Sheeba Alahani because I was modeling at the time in Italy and they couldn't pronounce my real name correctly, so I choose Sheeba and then added Alahani since it was similar to Alohalani.<br /><br />I had never acted before (and it shows), but it was so much fun to film. They gave me ""acting lessons"" each morning (which obviously were not useful). They dubbed my voice (thank goodness).<br /><br />David and Peter were a blast on the set, full of good humor and jokes. This film was never meant to be taken seriously, it was a tax write off according to inside information. <br /><br />I give it a 1 because I have a sense of humor, but a 10 for the fun I had ""acting"" in it."
194,"The quote I used for my summary occurs about halfway through THE GOOD EARTH, as a captain of a Chinese revolutionary army (played by Philip Ahn) apologizes to a mob for not having time to shoot MORE of the looters among them, as his unit has just been called back to the front lines. Of course, the next looter about to be found out and shot is the main character of the film, the former kitchen slave girl O-Lan (for whose portrayal Luise Rainer, now 99-years-old, won her second consecutive best actress Oscar).<br /><br />The next scene finds O-Lan dutifully delivering her bag of looted jewels to her under-appreciative husband, farmer Wang Lung (Paul Muni), setting in motion that classic dichotomy of a man's upward financial mobility being the direct inverse of his moral decline.<br /><br />For a movie dealing with subject matter including slavery, false accusations, misogyny, starvation, home invasion, eating family pets, mental retardation, infanticide, exploited refugees, riots, civil "
195,"Time travel is a fun concept, and this film gives it a different slant. I got a kick out of Captain Billingham, one of the more down-to-earth characters, who was just not having a good day. Ordinarily, I don't choose to watch horror films, but this is an exception. Good story, excellent acting."
196,"When I was seventeen I genuinely believed Elvis to be the king of rock and roll, and not only did I wish to see all 31 of his ""character"" movies, but it was my ambition to own them, too. What an exceptionally poor excuse for a seventeen-year-old I must have been. Thankfully sense prevailed and Live A Little, Love A Little is the only Elvis film I own.<br /><br />The spotlight has fallen on this one recently since a remixed version of top song A Little Less Conversation has been released as a single. (His first to reach the UK top ten in 22 years  his first UK No.1 in 25) Even when I was seventeen and in serious need of psychiatric help I realised that the songs for this movie weren't exactly first rate. However, A Little Less Conversation - rollnecks and 60s grooving aside - is a real standout. Finding a lesser-known song that only a relatively small few are aware of promoted into the mainstream produces a mixture of emotions. It's nice to finally see faith in a song vindicated, but i"
197,"Absolutely fantastic trash....this one has it all: nudity, good fight scenes, gore, action, explosions etc. It also stars the wonderful Belinda Mayne as Ingrid - not Olga as the other reviewer pointed out - although Olga turns into Ingrid later on in the film (you'll have to watch it to see what I mean).<br /><br />I won't bother to go into the story as it's far too long winded and not very interesting. The relationship between Ingrid and her brother Bo (Robert Ginty) is interesting - watch the towel stealing scene to see what I mean.<br /><br />The fight scenes were at once quite good and then spoilt by some really shoddy gore effects that looked like they were done by the team who did City of the Walking Dead (i.e. strange coloured blood gushing out of neck wounds).<br /><br />I'd advise fans of low budget trash to check it out if they can track down a copy - its pretty rare though and I couldn't ever see anyone bothering to re-release it so it'll become all the rarer in a few years."
198,"Essentially a story of man versus nature, this film has beautiful cinematography, the lush jungles of Ceylon and the presence of Elizabeth Taylor but the film really never gets going. Newlwed Taylor is ignored and neglected by her husband and later is drawn to the plantation's foreman, played by Dana Andrews. The plantation is under the spell of owner Peter Finch's late father whose ghost casts a pall over Elephant Walk that becomes a major point of contention between Taylor and Finch. The elephants are determined to reclaim their traditional path to water that was blocked when the mansion was built across their right-of-way. The beasts go on a rampage and provides the best moments of action in the picture. Taylor and Andrews have some good moments as she struggles to remain a faithful wife in spite of he marital difficulties with Finch."
199,"""Look, I know this may suck right now, but pain is temporary, film is forever. Whatever you do right now is burned into celluloid for all time and for thousands of years to come.""  Robert De Niro<br /><br />This was initially a film for Steven Spielberg, the director hiring several screenwriters to adjust the screenplay so that it more suited his themes. And so we have a dysfunctional family that is threatened by a deranged monster in the form of a recently released from prison Robert De Niro. Like ""Jurassic Park"", ""Poltergeist"" and ""War of the Worlds"", the dysfunctional family bands together to defeat the beast, the beast being the creation of the father, a lawyer who failed to defend De Niro during his trial. <br /><br />In typical Spielberg fashion, the father kills the monster that undermines the family and is then promptly absolved of his sins. Like Oscar Schindler, Robin Williams, Sam Niel, Tom Cruise and virtually every ""daddy"" figure in Spielberg land, the father reclaims his "
200,"WWE has produced some of the worst pay-per-views in its history over the past few months. Cyber Sunday, Survivor Series and December to Dismember were appalling to say the least and so it was relying on its B brand show, Smackdown! to attempt to end the year on a high note. Armageddon had two major gimmick matches in the Last Ride and Inferno matches, three Championships were on the line and an interesting main event in the shape of a tag team war featuring Batista and John Cena against King Booker and Finlay. However, it was an amendment to one of those Championship matches that brought us not only the match of the night but also now a match of the year candidate when Teddy Long gave us fans an early Christmas present. T-Lo changed the WWE Tag Team Championship match from Champions, London and Kendrick against to Regal and Taylor to a four team Ladder match including MNM and The Hardy Boyz.<br /><br />I am not going to dwell on this match too much as nothing I can say would be able to"
201,"This is one of the funniest movies i've ever seen. I rented it as a joke, expecting to get a giggle out of the first few scenes, and let me just say I've never laughed so hard in my life. The first scene where ninjas randomly pop out of the air and start a huge and ridiculous fire fight is one of the most incredibly funny stupid action movie moments of my life. This is not a dinosaur movie, but more a movie that makes fun (and doesn't mean to at all) of the action genre. I didn't see the first two, but judging by the complexity of the plot, I don't think there's to much I missed. If you wanna see a movie that goes great with a six pack or any herbal remedy, than I insist you rent this movie and sit back and watch a 100 years of advancement in cinema get thrown in the trash and get shat on by carnosours"
202,"While this outing certainly doesn't live up to its predecessor, it does have more than its share of memorable moments. My personal favorite, just after laying waste to a city block with his ""Videodisc Cannon,"" we see a close up of Nimoy's face. As a single tear sheds from his left eye, we know at that point that Nimoy is more than just a killing machine. The viewer can't help but be pulled into his emotional turmoil and we understand that his previously flat affect was only a facade. Absolute brilliance!!! The sex scenes display a nice balance, carnal, but not pornographic. Afterwards, I felt I had a pretty good understanding of how to work the Magnavision Videodisc Player. Too bad they haven't produced them in over 25 years."
203,"I still have grainy, late night, no-cable, cheap VHS dubs of this show from waaaaaayyyy back when, late-night-commercials and all, when I would stay up to whatever weird hour they would slap this show on -- just so I could tape it.<br /><br />The series wasn't really ABOUT Freddy Kreuger - only the first couple of episodes actually involved him as anything but a Rod Serling-esquire announcer. Instead, each episode was a distinct nightmare, using the traditional horror themes of horrific childhood, dating, cannibalism, dating, money, death, dating, and... hmm... dating.<br /><br />From the episode where a teenage boy accidentally says ""I will love you forever"" to the wrong girl, and is stuck with her (literally, at least for a moment, they grow together...), to the one where a young stewardess goes home with a strange man, only to find herself in his cabin, where he has a trophy room full of other stewardesses, and one I only vaguely remember which compared blind dates to hockey (and th"
204,"Reading web sites on Bette Davis one can find instances where authors claim that there is nothing special about her acting. I even found a site which claimed that Bette Davis' success was probably due to her luck. But Ms Davis films of 1934 tell quite the opposite. The most evident example are two films that she did only few weeks apart: Fog over Frisco and On Human Bondage. Characters she played in these movies, though both being negative, are quite different. Arlene in the former is a beautiful, glamorous and frivolous heiress and much more likable character than Mildred in the latter, which is a pale, uneducated and impudent Cockney waitress. Needless to say that Ms Davis played both characters very authentic and with the same enthusiasm. But even that is not all. The point is that the former role, which would be wished by most actresses of the day, was the one she was forced to play. The latter role, which seemed to most actresses as undesirable, career destroying role, was the one"
205,"Recap: It's business as usual at Louche's casino in Tanger. The casino is about to close and prepares for a big transaction the next day. The owner Louche and some staff leave for the night, leaving Modesty in charge. Suddenly a troop of armed gangsters storm the casino, shooting wildly. Unknown to Modesty, they have already killed Louche, and are now after the money hidden in the vault. But no one present, and still alive, at the casino knows the code to open the vault. The vault itself is heavily booby trapped with explosives so the assailants can't blow the door as planned. Suddenly Modesty finds herself eye to eye with the gangsters' leader Miklos in a game of roulette with their lives in jeopardy.<br /><br />Comments: This is a review written with no connection what so ever with other published media about Modesty Blaise, as I have neither seen nor read any of it. The first point I like to make is that this is slightly wrongfully classified. Foremost I thought this was a thriller "
206,"This movie is an abomination, and its making should have been considered a capital crime.<br /><br />One of the great mysteries of film-making is why nobody ever has made a faithful movie adaptation of this wonderful mystery. It is a tale of a really gripping mystery, nice old-fashioned romance, and dry English humor. Why did the makers have to change Richard Gordon from a Scotland Yard policeman to an amateur detective, introduce the idiotic role and caricature of his English servant, change the part of the main storyline about the murder charge and circumstances of Gordon's struggle to save the accused, etc., etc.? These producers and directors who always think they can make a better story than the one in the book should write the original script themselves and not to rape another person's product."
207,"I have grown up reading Modesty Blaise, both the comics and the books, and she truly is a heroine to me. Although not being a great fan of Quentin Tarantino I anyway was interested to hear a few years back that he was considering making a film of her: could he finally give Modesty a nice big screen treatment she's worthy of? I heard of 'My Name Is Modesty' a few months ago and checked the stars it had been given here, and wasn't too surprised to find out the score was not too high, since beloved characters often have hard time melting the fans' heart if not done exactly right. So I decided not to read any reviews and see the film instead, and well, I just finished watching it, and I'm stunned, and sad, and yeah, pretty furious, too. Sad and furious of giving over an hour of my time seeing something so fabulous as Modesty Blaise-character being turned into a film that has nothing to give to a viewer or a fan.<br /><br />It seems that almost everything about this film is sub-par and unpr"
208,"There have been far too few mainstream films set in post-colonial Africa, and the ones that have are a mixed bunch. This one, with its altruistic pretensions to expose slavery in the 1970s, shows the best and worst values of Africa, which turn out not to be too different to the values of humanity as a whole. It also has shortcomings, given the undue influence of western pre-conceptions of Africans and, especially, Arabs.<br /><br />Dr Anansa Linderby, the beautiful African-American wife of the English doctor David Linderby, is captured by Arab slave-traders, along with a teenage Sanufu girl and a young boy. The lead slave-trader, Suleiman, is every bit the stage Arab, with his flowery and sometimes humorous rhetoric, and gestures to match - which would not be out of place on ""Carry On Follow that Camel"" but are not up the standard this film deserves. Peter Ustinov of course had more than enough skills to address some of the shortcomings of the script, and he rescued what could otherwis"
209,"As far as I can understand, TIW WATCHER is the first work of a young director. My doubt is if this is the work of a regular guy who happens to love films or if this is the work of a cinema student, since there is a reference to Oporto School of Arts in the final credits.<br /><br />Nevertheless, director Ricardo Pinho demonstrates with this movie a total unawareness of some basic notions about cinema. What is a movie? How to tell a story? It doesn't matter, for the novice director. One of the first things you learn in school when you're studying cinema is how to tell a story. You learn that, just like in novels, in movies you should also construct your story in three acts: the introduction, the development and the conclusion. You learn that your story should have a protagonist and an antagonist and that there should be a climax. You learn this is valid for a 3-hour-epic, for the regular movie, for a short film and even, believe it or not, for a 30-second commercial. You also learn ther"
210,"While watching this movie I was frustrated and distracted and by the end, I wanted to give the movie a solid 4 or 5. I thought the animation was random and all over the place and there was too much going on. Even my A.D.D couldn't keep up. It felt like a slight acid trip. Everything looked flat, there was no dimension to anything. There were so many shapes, lines and patterns. I really wanted to stop the movie mid-way and smash my burned copy of this movie. But after I finish watching it, I went online to read up on the movie and I should have done a little research into this movie before watching.<br /><br />The Secret of Kells is loosely based on the true story about the original Book of Kells. A small boy, Brendan, is given the task of penning new pages in what is set to be the greatest book ever written. This book will contain information that will help ""change darkness into light."" Brendan lives in the village of Kells behind huge stone walls. Taking place in the 8th century, Bren"
211,"I happened to watch this movie by chance some days ago while flipping channels. My expectations were not very high but it was an interesting movie.In 'A Guy Thing', Jason Lee plays Paul, a straight-laced, Seattle-based fellow who is about to marry his fiancée Karen (Selma Blair) and settle down to an unchallenging life of middle-class domesticity. We first meet Paul at his bachelor party, where he professes no desire to engage in any of the normal bachelor party type activities his (surprisingly few) buddies encourage, in case he's a bit naughty and gets into hot bother with his soon to be trouble and strife. Of course, the next thing Paul knows, it's the morning after the night before, he's in bed with a naked hula dancer, and his mother-in-law phones to inform him that Karen is on her way over. Oh, and the hula dancer is Karen's cousin Becky (Julia Stiles).<br /><br />From this small acorn of potential trouble grows a mighty oak of frenetic misfortune, as Paul scrabbles from misadven"
212,"In France, it's considered polite from French critics to genuflect to the apparently cohesive chain of films Brian De Palma left behind him. However, a good proportion of his films are marred by bombastic effects ""Carrie"" (1976), ""the Fury"" (1978) ""Scarface"" (1983) without mentioning his borrowings from Hitchcock. Here, in ""Dressed to Kill"", it's impossible not to think of ""Vertigo"" (1958) for the long sequence in the museum while the key moment in the lift makes inevitably think of the shower anthology sequence in ""Psycho"" (1960). About our involved film, I don't want to revive the old debate: does De Palma rip off Hitchcock? Instead, i would tend to be generous and to classify ""Dressed to Kill"" in the category of De Palma's winners alongside ""Sisters"" (1973) and ""Obssession"" (1976). With however some reservations and they're the ones I previously enumerated which fuel the bickering between De Palma's rabid fans and his detractors.<br /><br />If there's one sure thing in ""Dressed to K"
213,"And I'll tell you why: whoever decided to edit this movie to make it suitable for television was very ill-advised. EVERYTHING CONCERNING DRUGS IS CUT OUT AND COVERED UP!!! How do they do it, you might ask? Well, they don't do it very well, that's for sure. Anyway, instead of the marijuana which Cheech and Chong are supposed to have in their possession, they are said to have diamonds! Still, the characters go around in a haze of marijuana smoke stoning others along their way with no explanation whatsoever!"
214,"David Beckham is a British soccer star and the husband of Victoria Beckham (""Posh Spice"" of the Spice Girls). His trademark is a goal shot that curves across the pitch and into the net. The soccer equivalent of an unhittable curve ball in baseball. ""Bend it like Beckham"" means making that type of spectacular shot. Apart from that, and a little shrine to him in the main character's bedroom and a faux-cameo at the very end, the movie has nothing to do with him.<br /><br />The movie is full of little soccer in-jokes, such as the present that one of the characters' parents give her of a jersey with the number 9 on it (property of the great Mia Hamm, to those in the know), references to ""Posh 'n' Becks,"" the video homage to the WUSA one of the characters plays for a disbelieving friend (""They *have* that??""), lesbian gags, sports-bra gags, and so on.<br /><br />The story is about a teenage girl in England who idolizes Beckham and wants to be a soccer star. She has a real gift, but the two s"
215,"The summary line above, spoken by James Cloud (Robert Preston) to his brother Tom (Robert Sterling) just about says it all. Jim, AKA Kid Wichita, has a way of making things happen, only trouble is, he usually leaves dead bodies where he's been. Not the sort of mentoring Tom envisions for younger brother Jeff, who likes what he sees in Jim, especially when defending their ranch against local Texas cattlemen.<br /><br />The opening credits state 'Introducing John Barrymore Jr. as the Younger Brother', in this his very first screen appearance. That seemed rather odd to me, particularly since he was addressed as Jeff almost immediately into the story. Approximately eighteen at the time of this movie, he bears a passing resemblance to Sean Penn. No stranger to personal and legal problems throughout his career as well as estrangement from his family, I was left wondering if his daughter Drew Barrymore might have ever seen this picture. I'm inclined to think not.<br /><br />On the subject of "
216,"Of course, he did have to INVENT EVERYTHING about cinematography, film directing, etc. before he could make classics like ""The Gardner,"" so I suppose he may be forgiven this initial excursion into mere sociological documentary. Today we call them ""home movies,"" and they are just as boring now as this one is"
217,"Stewart is a distinguished bachelor and a successful executive who is about to marry his fiancée Janice Rule but instead gets involved with a capricious, sensual art dealer (Kim Novak) who turns out to be a Greenwich Village witch Novak desires earnestly and intensely to love, but is unable to feel it...<br /><br />Stewart slowly falls in love with her, and looks for a way to free her from her witch-spell... Novak resents his well-intentioned concern, as does her Siamese cat, Pyewacket... Still, Stewart continues in his attempts to change her into a loving, feeling woman as he aspires to marry her...<br /><br />Also blocking his way are such talented supporting actors as Novak's brother (Jack Lemmon), a silly, charming sorcerer who can walk nonchalantly through walls; a terrible author who is writing a book about witchcraft; and the Head of the Association of Manhattan Witches, none other than the incredible Hermione Gingold...<br /><br />Novak's Aunt Queenie (Elsa Lanchester), unlike"
218,"I am sad to say that I disagree with other people on this Columbo episode. Death Lends a Hand is frankly kind of a boring Columbo to me. After a few times, I get bored and changed the channel. I still love Robert Culp and Patricia Crowley and Ray Milland in their roles but the story was weaker in this episode than in the others. First, Robert Culp plays an investigator for Ray Milland's character. He hires him to investigate his young pretty wife played by Patricia Crowley to see if she is having an affair. In return, Culp's character blackmails the cheating wife who plans to expose his scheme to her husband ruining his career. Out of anger, Culp kills her by striking her in the face and setting the up the body elsewhere. I don't know. Maybe I just didn't care for this one at all. Of course, Columbo gets him in the end. It's just the question of how."
219,"If you have trouble suspending disbelief then this isn't for you. Consider: a woman already in late middle age finds a newborn baby in a cabbage patch and raises it as her own. Think about it; she makes no attempt to locate the mother, who may well be a confused teenager in need of medical treatment and seemingly no one from the Italian equivalent of Social Services makes any attempt to put the baby into 'care' (no Social Services? now I KNOW it's a fantasy). Before you know it young Toto is ten or so and his adoptive mother dies leaving him to the orphanage from which he emerges a HAPPY man who loves everybody. In nothing flat he has not only given his suitcase to the man who stole it from him but organised the local homeless into bona fide Shantytown residents and for an encore he leads them in a fight against capitalism in the shape of the businessman who buys the land on which the Shantytown stands when oil is discovered there. This wants some swallowing without the subsequent 'mir"
