,review
297,"I'll start by confessing that I tend to really enjoy action movies (military or other). I'm a guy. But this dreck was awful. I saw it for free, showtime or hbo and still feel I paid too much. It was a"
298,"You want the worst horror movie of the 21st century? El Chupacabra is it. ""Manos:The Hands of Fate"" is THE worst movie of all time, but El Chupacabra certainly is the worst movie of this century. It a"
299,i don't really know where to start here.just imagine a movie that is so bad in every way from the acting to the props to the story that it makes you angry. This is one of the worst movies that i have 
300,"I went to see this because of snipes / statham, but honestly, Chaos is terrible. This movie has absolutely nothing going for it - it should not have been made.<br /><br />Don't read this review if you"
301,"Well, don't bother. This film looks so tired, the acting is so old-fashioned, and the plot and characters so drab, that it should be studied instead of watched. It is really a horrible waste of film; "
302,"I had stifled high hopes for this David Lynch, whom I really like, film, but the very poor acting by everybody but Naomi Watts was the first clue that this was a wasted effort. Some Twin Peaks charact"
303,"I've seen a few bad action movies in my days, but this one's just plain awful. I feel it's a waste of time to even write this but I'll make it short. Why this movie suck? here are 10 reasons: 1. Very "
304,"This film was utter tripe. Possible that it is in fact a pollution. The subtle tense atmosphere of the original remake are no where to be seen. Sarah Michelle Gellar is given nothing to do, even in he"
305,"Hell to Pay was a disappointment. It did not have anywhere near the substance of a B Western movie, and should in no way be compared to a fantastic movie like Silverado. The dialog was dull, the plot "
306,"This is, for different reasons, a very very bad action movie. First of all, Seagal is terribly out of shape. He looks old and fat, plays like he has to fulfill an annoying obligation and his fight sce"
307,"This is one of the worst movies I've seen in a while. The acting was just soooo bad. Anthonie Kamerling is usually a fairly good actor, but in this film, he sounded like he was reading his text from a"
308,I was ready for a Crouching Tiger style movie and all I got was the worst movie i've seen in years. It was almost as bad as Baron Von Munchhuasen. Dead script. Dead acting. Dead everything. <br /><br 
309,"A terminally dull mystery-thriller, which may sound pretty sound theoretically but plays out very poorly. The ludicrous script is full of (MINOR SPOILER) people dying and then coming back to life when"
310,"This movie follows in the tracks of The Riddle for an all star British cast in a downright awful movie! Poor cgi effects, poor editing, poor direction, a cast that i hope were well paid as this will b"
311,"The screenplay is the worst part of this film, as it lurches from one premise to the next, missing all the important bits that would have made a number of different stories possible. (This film is con"
312,"George Sluizer's remake of his own - superior - film is a complete waste of time. Why was it even attempted? Kiefer Sutherland plays Jeff Harriman, whose girlfriend (Sandra Bullock, who only has a sma"
313,For a while it seemed like this show was on 24/7. Then apparently there was a second season or some other kind of continuation of this horrible show about the two most vapid and conceited people who h
314,"spoilers<br /><br />This movie is not action packed; it's slow and boring. It's not funny or exciting, it's predictable and plays on cheap sentimentality and vague patriotism. The special effects are "
315,A totally pathetic attempt at movie about sacrifices of Australian Soldiers during the New Guinea Campaign. Total waste of money even if you only see it on DVD. Thankfully the video store provided a f
316,"This film tries very hard to be an ""action"" film, but it fails miserably.<br /><br />Steve Guttenberg plays the head of an elite counter-terrorist team that fails (?) in attempt to keep a mysterious g"
317,"The worst thing I have ever watch.<br /><br />The movie is pure trash. All the things is bad on this movie. The direction, screenplay, arts, cinematography, cast or anything else.<br /><br />May I say"
318,"i never made any comment here on IMDb, but as i saw this movie, i cant be quiet. i just set up my account here only because this horrible movie. in two words, this movie is PURE CRAP. the movie has no"
319,This movie was the slowest and most boring so called horror that I have ever seen. I would include a comment on the plot but there was none. I do not recommend this movie unless you are prepared for t
320,"How did this film get into the Berlin Film Festival? I understand it got into the Panorama section, but still. <br /><br />This film featured:<br /><br />1. No plot. 2. Horrible acting. 3. Atrocious v"
321,This movie was a waste of 3 hours of my precious time..in the first 10 minutes i was already annoyed as i am familiar with the real version on the story according to the torah (5 books of moses)...but
322,"This may not be the worst movie ever made, but it is absolutely the most boring. Wonder why it is shot mostly in the dark, and mostly with Vincent Gallo walking away from the camera, or looking down? "
323,This movie made me laugh so much. It was a bloody joke to tell you the truth. So unbelievable and the worst plot ever. The acting as well was bad. I don't how come so many popular Bollywood actors and
324,This movie is ridiculous. It's attempting to be a comedy but the screenplay is horrible. The whole movie is done in low light and you cant grasp the fact that it's a comedy. Truly is bad cinematograph
325,This is one of the worst movie I have ever seen. It's a thriller with a rather ridiculous ending. I watched this movie hoping for the best and instead found something truly bad. the movie starred two 
326,"Seriously disappointing performance by Brad Pitt and Q T, the plot is very superficial and lame, and, unless indirectly intended, this film actually glorify the Nazis and portrays them as men of honor"
327,"Its perhaps unfair of me to comment on this film , because , for the first time ever , I switched off a movie because it was so bad. I can watch anything , but this movie was so very boring. I was bor"
328,"caddyshack II does NO justice for the caddysack. thin plot, thin actors(exception of randy quaid). the ONLY thing that is decent with this movie is the soundtrack..maybe. this movie should have been d"
329,"Zarkorr is one bad movie. This doesn't even rate in the so bad its good category. It's just bad. From the (lack of) set design to the acting to the special effects, everything about this movie stinks."
330,"This is indeed one of the weakest films based on Agatha Christie's work, a lifeless, muddled mystery that clearly lacks the grace (and the budget!) of its predecessors (""Death On The Nile"", ""Evil Unde"
331,After seeing this film I felt sick to my stomach and if I had seen one more minute I would have had to rush to the bathroom and vomit til dawn. A sick film that was NOT funny and was NOT worth the mon
332,"I rented this movie today... worst movie EVER. It was a total waste of time and a horrible story. The acting was horrible, especially by the actress of ""Sai"". She was so bad it was ridiculous. I can't"
333,"Absolutely nothing is redeeming about this total piece of trash, and the only thing worse than seeing this film is seeing it in English class. This is literally one of the worst films I have ever seen"
334,"This movie is, in all likelihood, the worst film ever made. It is certainly the worst that I've ever seen, and I have seen A LOT of bad movies.<br /><br />In this, nothing at all interesting happens t"
335,"Even by the standards of most B-movies, this movie is by far the worst I've ever seen. The graphics are so poor that a man in a monster suit looks more realistic. the ocean water effects are especiall"
336,This is one the worst movie I've seen and certainly worst movie Nagesh Kuknoor has made. I can't believe person who has created movie like Teen Deewarein can create utter crap like this. <br /><br />P
337,"I was unfortunate enough to see this movie at a friends' house. What an utter waste of time. What an utter and complete piece of crap this movie is! Absolutely nothing is funny in it, from the shower "
338,"It's hard to know exactly what to say about this ever so bland and dull little film. The story is predictable when not completely laughable. It's all a matter of ""dutiful gestures"" which, as presented"
339,"As one of the victims of the whole Enron scandal, my mother forced me to watch this movie with her. How many times can I say awful? The script was so weak, using cliche after cliche. It seems as thoug"
340,"Right, where do I start? I cannot even imagine to comprehend this preteen pathetic excuse of a show. Picture this: a boarding school, where kids whose parents are rolling in money simply chuck them in"
341,"This is a poor, poor movie. Full of clichés, unrealistic moments: punching the air in celebration after putting a fire out, never mind that someone's lost their home and possessions!!, announcing a pr"
342,"What could've been a great film about the late poker pro (pre-poker craze) Stu ""The Kid"" Unger turned into a disappointment.<br /><br />You can tell the filmmakers were working on a short-string budge"
343,The only positive thing I can think of regarding this utter piece of garbage is that now I finally have a good answer ready if anyone ever asks me what the worst movie I ever saw was called.<br /><br 
344,"I'm not even going to waste more time describing how bad this movie is. Bottom line: It was horribly acted, had enormous plot holes and went absolutely NOWHERE. The only good thing about it was the de"
345,"There are movies that are so bad, they're good. Then there's movies like Rest Stop that should just never have been made because they are just plain dreadful.<br /><br />Bad acting, unlikable characte"
346,"This movie can best be described as a very long episode of a very bad sitcom. How many vaguely humorous misunderstandings can you cram into just one movie? Notes are misplaced, bags are switched, conv"
347,"A horrendous film, ill-conceived and crude. The acting of Anne Heche and Vince Vaughan is so inferior to that of Perkins and Leigh in the original version they have to be seen to be believed. There wa"
348,"The Hebrew Hammer is a clever idea wasted, as the execution is weak. As if often the case with iconoclastic humor, it relies overly on outrage to generate laughs, which simply isn't enough. Poor-taste"
349,"This film is truly execrable in all departments. Script, acting, plot, direction and editing are all uniformly awful. I give it 1 out of 10 simply because people turned up to make it. I would have giv"
350,"(r#64)<br /><br />Unredeemable, merit-less, and above all dreary trash. You know a movie is going to be bad when its sole star power is Lance Henriksen. The French title for this movie says it all: ""I"
351,"This has got to be the worst show I have ever seen. I always liked Chuck Norris in Films, but why do we need to make these shows politically correct by adding a black side kick who is as threatening a"
352,"I decided to watch this show and give it a go but I found it to be boring, and more importantly dull.....Dull.<br /><br />There is far too much sarcasm and the characters are all dull, there is far to"
353,"This movie is bad. Just bad. In absolute terms, bad. <br /><br />The dialog jumps off the screen and slugs you in the face with its thoroughly artificial banter, and then defecates on your ability to "
354,"This is possibly the hands down worst movie every made, that actually took itself seriously. And not as a result of the acting, because being an actor, I have to say that Rickman and Stowe had to be a"
355,"I don't leave IMDb comments about films but this.... this film was bad. very bad. I fast forwarded through most of it, stopping where I hoped the acting had improved since the last scene, only to cont"
356,"Dorothy Stratten is the only reason to watch this unfunny sci-fi spoof, and her appearance is a disappointment. Though she has the title role, her screentime is limited, and she only speaks a few line"
357,"The worst film ever made, bar none. Give yourself a pat on the back if you can possibly sit through every excruciatingly painful minute of it. Except for the bit where the hard-luck loser turned deran"
358,"Boring, rank nefarious plot, some of the worst direction I've ever come across, inane acting and horribly clichéd. The movie ends with one of the main characters waking from a dream. WHAT's WITH THAT?"
359,"Dire! Dismal! Awful! Laughable! Disappointing!<br /><br />Right, your trapped in ""The Cave"" with several ""hard"" Men and a Woman or two, your being systematically killed by ""Something"" and you STILL do"
360,This movie was disappointing for at least one of two reasons. The suspense created disappeared because of horrible acting or lack of direction from the director.. I don't know.. it was like a tasty bu
361,Laughable.<br /><br />Clichéd.<br /><br />Overdoses on style to compensate for poor writing.<br /><br />Remember when MTV actually used to air music videos and other shows besides Reality Shows? Aeon 
362,"I am sure I'm in the minority (I know I am among my friends), but I found this movie long, boring and gratuitous. The fact that the role played by DENIS LEARY is the most likable character (the only o"
363,"Here is another low quality movie from the ""Disney"" company. There is no more Disney spirit. The story is boring. All emotions are fake. It is not cute or moving. Disney company was at a time a sort o"
364,"I love basketball and this seemed like an intriguing movie. However, in the first ten minutes of the movie I knew that it was going to be lousy. It was poorly acted and much too slow. On top of that i"
365,"Since I am required to write minimum of 10 lines, and this garbage deserves not only a single one, I'll start with the following: 1. I voted AWFUL for this dreadful so called ""movie"".<br /><br />2. Le"
366,"Interesting plot but painfully dull. The script lacks... lacks acting. To me this film compares with ""Made for TV"" type movies. I was lucky to survive the film without falling asleep in my popcorn. I "
367,I thought this movie was awful. I understand it was shot on a small budget but the acting was terrible and the movie itself was just plain dumb. The plot was predictable and the central character was 
368,"I'm very disappointed. First of all, the German synchronization is bad. Maybe in the original version (with subtitles) it would have been better, but the whole movie looks like if the director saw Lun"
369,"This is the worst movie I've ever seen. Boring, illogical, terrible. Don't waste even a minute in your life to watch this crap! I hope the directors won't make any other movie because this movie bankr"
370,"Alien Express is one of the worst movies I've bothered to experience.<br /><br />The plot is predictable. The aliens look like rubber sock puppets. The effects would have been mediocre in the 70's, bu"
371,"Having watched the first scene, I realized the acting was so bad that it couldn't possibly pick up later. Superficial and artificial, with frequent attempts to look professional through references to "
372,"This is pure CRAP, and probably the worst Biblical theme film ever... Absolutely inaccurate, I mean, they've put Sodom and Gomora BEFORE the great flood. They've described Lot as a friend of Noah alth"
373,"Total Garbage!!! No reflection to Washington heights what so ever. If I had four arms, I'll give it four dumbs way down. Acting performance worst than storyline. Truly over rated. Hour and a half of v"
374,This is by far the most awful movie I have ever watched. I have never before rated a movie 1 out of 10. My advice is don't watch it. This doesn't even classify as a movie.<br /><br />You'd be better o
375,OK I have to admit that I quite enjoyed House of the Dead despite its well documented failings. This however was the worst film I have seen since Demons at the Door. Compared to DATD the effects are v
376,"There is only one word to define the whole movie, that is: awful. How ""Mostly Martha"" was remade is awful. The title of the movie is awful. The actors are awful. And the idea of combining good cooking"
377,"Like the above poster, I got burned on the title thinking I was getting the other Piranha... This movie is everything the above poster said and worse... <br /><br />Poor camera, lousy acting and just "
378,"I watched the 219 minute version and have to say that dollar-for-dollar, it it probably one of the worst films ever. Now I am NOT saying it's THE worst film ever--but if you look at a ratio of cost ov"
379,I've seen a lot of bad movies in my life. Date Movie. That was bad. But this...this is just...it's not good. House Party 4 is the worst movie ever. It's as simple as that. It's basically Ferris Buelle
380,Get Smart should be titled Get Stupid. There is not one funny line or gag in the entire film. This film is so bad it makes the Austin Powers films look Shakespearean. A few more films like this and St
381,This must be the most boring film I ever saw. The only positive I can say about it is that thankfully I didn't pay to see it. We were given a free showing in school and everyone in the audience just s
382,"This movie has the feel of a college project over it, who wants to do a blair witch project meets saw theme. But it isn't successful. The cinematography is poor, and the acting even more so. The chara"
383,"How to qualify this film, simply HORRIBLE. It is badly done with poor dialogues, Reeves played as bad as ever and Cameron Diaz competed with him. Do not waste your time watching such a film although a"
384,"Predictable Unmotivated Pointless Caricatures Contrived Actors did what they could Actors clearly indicated they were embarrassed to do this Not one emotional connection REAL SEQUENCE FROM FILM ""Who y"
385,"this film is so unbelievably awful! everything about it was rubbish. you cant say anything good about this film, the acting, script, directing, effects are all just as bad as each other. even ed wood "
386,"This is horrific. No really, this is ,bar none, the absolute worst...worst...I hesitate to even call it a @&$%in' _movie_. It is a ninety minute visual root canal. The plot is practically non-existent"
387,"Dubbed beyond comprehension, the HBO version of Lumumba is a disastrous rendering of what looks like what was once a decent film. Some scenes simply don't make sense in English and the actors bring ze"
388,"Despite the fact that this was a Made-For-TV movie (and an obvious one at that: ie., cheap looking), CLASS WARFARE left me wishing I could get my money back, and considering this lame production was p"
389,This was an awful short film that tries to be funny in a dark way but wasn't funny at all. Say at a film festival in Chicago. It really is what the title says and I simply wasn't into it at all. The b
390,"This is officially the terrible, boring, corny, and ridiculous movie ever created. The movie is all about a crazy kid and his friends, and they land a 747. His dreams are very corny and make no sense "
391,"This movie is an abortive, stillborn attempt to stitch together several bad movies and make some sort of extra-bad movie. It fails at even this, since there's way too much ""plot"", and not nearly enoug"
392,"I watch family affairs,coronation st &east enders on uktv every week night family affairs is by far the worst, bad plots, bad sequences and the worst acting of any soapie,even worse than the Americans"
393,"This is an example of why the majority of action films are the same. Generic and boring, there's really nothing worth watching here. A complete waste of the then barely-tapped talents of Ice-T and Ice"
394,Its a truly awful movie with a laughable storyline.some awful acting.and a script that Ed Wood might be ashamed of.Wagner is laughable in this. He plays his role like number two in Austin Powers.Easil
395,"This has to be one of the worst films I have ever seen.<br /><br />We are supposed to like and be rooting for an arrogant, know-it-all, trashy bank robber, played by Dale Robertson, and a coy tease pl"
396,**SPOILERS AHEAD**<br /><br />It is really unfortunate that a movie so well produced turns out to be<br /><br />such a disappointment. I thought this was full of (silly) clichés and<br /><br />that it
397,"The only good either of the Problem Child films caused was bringing together Amy Yasbeck and the late John Ritter. Aside from that, the flicks are as demonic as their hero. In this basically unnecessa"
398,"This movie is an example of small budget,ineffective star cast,weak storyline and poor entertainment. This kind of movies are made for commercial breaks and not for any entertainment of die-hard fans "
399,"Ocean's Twelve: just plain stupid, bad and nothing compared to the other two.<br /><br />An art robbery. 10 known actors, at least. A weak script and very slow developing idea. That's why I characteri"
400,"The actors were not believable, The story was really weak, total sap, and completely predictable. Really disappointed in Depardieu. It was a shame that they did not focus more on the struggle of the C"
401,"Pure crap, decent cinematography... I liked some of colors. Other than that, this was one of the worst movies I ever saw. Boring, lifeless, not once did I find myself interested in any of the characte"
402,What a clunker!<br /><br />It MUST have been made for TV or Cable.<br /><br />Look: forget the screenplay - forget the bunch of forgettable actors. Excuse me? Continuity? The NSA/NIA/whatever or whoev
403,"I only gave this film a 4 because I saw it in 3-d. If you don't see it in 3-d, I give it a 2. This movie is so bad it's not funny. Anyone can make a film like this for a weeks pay. Bad acting,effects "
404,"Possibly the worst film within the genre in existence. It was announced as a comedy, but is simply tragically pathetic. I don't think anyone could have achieved anything more terrible and irritating i"
405,"What can you say about a grainy, poorly filmed 16mm stag film, where the best and most attractive performer is a German Shepherd? Nothing that would be positive. Avoid this travesty at all costs. In a"
406,"This is seriously the worst movie I have ever seen, right from the start the movie goes straight down hill with its cheesy music score, poor acting, and total lack or real story or plot. Even for a B "
407,"The Giant Claw is in fierce competition with films like, 'Robot Monster' and 'Plan 9 From Outer Space' for worst film of all time. A phony looking giant vulture attacks 'Lionel Trains' in this complet"
408,"This is not the worst movie I've ever seen. I did not feel like I wanted to remove my eyeballs forcibly after watching Galaxina. It just is not good. The jokes are almost funny, but fall short. All of"
409,"The English translation of the title on the DVD version of this film is ""Graveyard of Horrors,"" but I think that must be an error. It should have been called ""Graveyard of Horribles."" Horrible acting,"
410,"One of the worst movies I've ever seen!!! Absolutely awful. Poor acting, poor story, there isn't one redeeming quality about this movie to recommend. Amistad is much better. Avoid this movie like the "
411,No idea how this is rated as high as it is (5.8 at the time of writing) but this movie was absolutely horrible. The acting wasn't entirely bad but it really had no point whatsoever and the overall qua
412,"Bad, bad, bad. How do movies like this get made? Badly written, poorly acted; I could go on, but why bother? As an aside, note that the characters' first names are the same as the actors playing them "
413,"OK, it was a ""risky"" move to rent this flick, but I thought I had nothing to lose.Well, I was wrong. This is, next to ""Bloodsurf"", the worst ""horrormovie"" I have ever seen. Crappy actors, crappy techn"
414,"utterly useless... having been there, done that with the subject matter i have to say this captures the clubbing atmosphere in absolutely no respect. It may have done so had the characters not just be"
415,"This has to be one of the WORST movies I have seen. I tried to like this movie but they managed to mess up practically every individual aspect that pertain to this film! Cheap dialogue, no character d"
416,I lasted almost ninety minutes through this dreadful movie waiting for some revelation about dance or spirit or inspiration or something and gave up! What possessed the filmmakers to do this? This is 
417,"Would someone explain to me when the Ghoulies learned to speak? This was a horrible film, I loved ""Ghoulies"" and ""Ghoulies 2"", but what's this? Unless you want to kill yourself, please stay away from "
418,"I have just finished watching this movie, and for me.... it takes ages to finish because it is so boring.....and the storyline is extremely bad.<br /><br />now... where should i start....O.... the mov"
419,"Wow, this movie really sucked down below the normal scale of dull, boring, and unimaginative films I've seen recently. The acting was poor and robotic. The story was so bland you could have summed it "
420,"This movie was just so utterly horrible that I couldn't get through the entire thing without turning it off, it was just that bad! When I was watching it I kept thinking it looked like some really che"
421,"What exactly is the point of pretending to ""con"" people out of things like ski passes and pizza? I fail to see a point. I'd not clever or original and it strikes me as being extremely pointless. <br /"
422,"this is the worst film I've seen in a long long time, never mind the fact that so many useful things keep appearing on this island ""how convenient!!!!"", the acting is beyond poor from the outset, its "
423,"Steven Seagal has made a really dull, bad and boring movie. Steven Seagal plays a doctor!!!!!!???! This movie has got a few action-scenes but they are poorly directed and have nothing to do with the r"
424,"This film is really really bad, it is not very well done and is a lack lustre attempt at something but I am not sure what. I watched it and was very disappointed. It promised a lot, but delivered noth"
425,"Honestly awful film, bad editing, awful lighting, dire dialog and scrappy screenplay.<br /><br />The lighting at is so bad there's moments you can't even see what's going on, I even tried to playing w"
426,(Contains really bad Spoilers) So what can I say about this....It's a really HORRIBLE and AWFUL movie!!.Too much CGI and special effects....you could tell how fake the ridiculous baby is!!.PLEASE at l
427,This is by far the worst thing I have ever seen on film. My uncle's home movies have more talent in them then this piece of crap.<br /><br />The plot summary is basically that these twin kick boxers a
428,"Firetrap is yet again another bad action film about a guy who- yada yada yada- and happy endings and fire, and burning, and overacting, and bad suspense, and predictable, and ------------------- just "
429,"<br /><br />The author tried to make a Kevin Smith´s style movie , but he definitely failed. The result is a boring film that cannot sustain itself using only the dialogues. Fortunately I had my remot"
430,"This film was embarrassing in its clichés, poor acting and generally low production values. It starts out badly with the long haired 3 star general calling the hero, Masters, ""major"" when he is obviou"
431,"Not even Emeril Lagasse cooking can save this disjointed, overheaded idiotic nonsense, starring emeril lagasse as a TV chef from the food channel,who with help of the crew to try to make the show bett"
432,"This is a disappointing adaptation of the James Lee Burke novel ""In the Electric Mist of the Confederate Dead"". It is rather poorly acted mainly due to the miscasting of the principal players. Tommy L"
433,"This is just about the WORST piece of garbage I've ever had the displeasure of sitting through. The story was embarrassingly amateurish, the graphics were horrible, and the acting... I've never seen w"
434,"It's astonishing that some people saw this as art. We saw it as a poorly filmed (shaky hand-held camera and all), (generally) badly acted, unscripted mess that seemed more like a high school film proj"
435,Terrible terrible movie for Television. Once again Lifetime brings us the predictable triangle; scheming bitchy woman out to get stupid unknowing wife of yet another stupid husband who doesn't have a 
436,"This is easily the worst adaptation of Greek mythology I've ever seen. It utterly fails as an adaptation of the original myth, inventing silly plot twists and reducing the 12 labours to... 3 or 4, I t"
437,This was by far one of the worst movies Sandra Bullock has starred in. Ben Affleck should stay behind the camera and continue writing scripts. This is definitely his forte and acting is not. I actuall
438,"36/100. This is not to be confused with the decent Arachnophobia, this film is a very low budget and cheap rip-off of that movie. This one is so bad, it actually does have some entertainment value on "
439,This movie stinks. IMDb needs negative numbers in its rating system to properly evaluate this turkey. The acting is either wooden or over the top; the film was apparently NOT written by anyone in part
440,Lets be realistic here. This is one of the worst shows I have ever seen. My Wife and Kids showed real promise in its first season and only went down hill after that. It is so bad that words do not des
441,"This movie was a complete waste of time. The soundtrack was bad, story was lame and predictable, and the acting was terrible. One of the worst 25 movies I have ever seen. After the first ten minutes, "
442,"A whole bunch of teenagers gather around to discuss their fears, but an uninvited guest has showed up and is killing everybody off.<br /><br />Probably the worst horror film of the 90's, Camp Blood (1"
443,"I was expecting to this to be hilarious and it was mediocre at best, the only funny character is, believe it or not Andy Dick. The timing was just horrible on most of the jokes & gags and the writing "
444,"I have very few to add to what all the other reviewers already made more than clear! This movie is awful! Beyond awful... In fact, so insufferable that they have yet to come up with a term to describe"
445,"This movie was beyond awful, it was a pimple on the a*s of the movie industry. I know that every movie can't be a hit or for that matter even average, but the responsible parties that got together for"
446,"This is, arguably, the worst of the major Ava Gardner films. Yes, she is gorgeous. But that can wear thin over time, especially after the corny and predictable movie ending.<br /><br />In this turkey,"
447,"A sadly predictable, clichéd story about a woman who was no better than she should have been. Sadly, too, the screenplay is by the once-great experimental novelist John Dos Passos, from an original by"
448,"The worst movie i've seen in years (and i've seen a lot of movies). Acting is terrible, there is no plot whatsoever, there is no point whatsoever, i felt robbed after i rented this movie. they recomme"
449,Why was this movie ever made?They have tarnished the original Caddyshack with this crap.I was only able to watch half of it and i didn't laugh once.At least i didn't pay to see it because it was on t.
450,"Really bad Italian horror movie, a sort of remake of Hammer infamous Frankenstein must be destroyed, this time with a lady Frankenstein taking over the business from father. A few nudes, several botch"
451,"What can I say? This was hands-down the worst movie I have ever seen in my life (and believe me, some of my favorite movies are admittedly horrible). The acting was amateurish, the sets were boring, a"
452,"All right, there's no way to sugarcoat this. The plot was ridiculous, the premise was ridiculous, the acting was unconscionable, the effects were laughable and all of the outdoor scenes appear to have"
453,This movie just didn't do it for me. I like horror and splatter movies but this one has very little to do with horror. The effects are cheap and when they chop of one of her feet it looks so fake. The
454,First off I want to say that I lean liberal on the political scale and I found the movie offensive. I managed to watch the whole doggone disgrace of a film . This movie brings a low to original ideas.
455,"In terms of historical accuracy, this is the absolute worst Roman film I have ever seen. The list not only of errors but of plot ideas that are flat impossible would run longer than the three-hour fil"
456,I recently waisted 8  by going and see this movie in the cinema. It was a waste of time and the only feeling you get going out of the theater is a slightly nauseous of all the disgusting social porno
457,"...about this film was the title song. After 30 minutes, I discontinued watching because it was so lame. Bad story, bad actors, bad movie. If you want to watch a good movie, watch Pulp Fiction instead"
458,How do stories this bad get made. That's not a question. It is a statement.<br /><br />Here are my problems with the film.<br /><br />1) Much of the story development was predictable and boring. My em
459,"Honestly, buying this movie was a waste of money. It's one of the most boring movies I have seen in my life. The only part I liked is the ending, but it's so slow that not even the fantastic ending ca"
460,"This film is just as bad as ""The Birdman of Alcatraz"". I do not refer to the acting but rather the premise of both films, which try to portray psychopathic criminals as heroic figures. Moreover it dis"
461,"Well, you know... Rutger Hauer and Robert Patrick both are really good actors. But WTF with this movie? The story was lame and the script was just terrible. The poor actors didn't have material to wor"
462,"This movie is so bad they should burn the master. You cant spoil the plot because this movie doesn't have one. The graphics are less than fake, they're horrendous. Then you've got the rambling through"
463,"If this movie would have been in English, all critics would have trashed it. The language is extremely bad, the scenes are awfully directed and it's not at all funny. After the movie I thought that th"
464,"Within the first 5 minutes of this movie I knew I was in for one of those ""pick at the faults"" kinda movie. The acting was terrible, the script was even worse. Who ever let these people write write su"
465,"Not only did the effects and acting in this movie bite, but the story was terrible.<br /><br />A scientist discovers that a comet fragment will hit the moon ... world leaders ignore him ... he builds "
466,"This is a big disappointment. The main problem is the acting. Sylvestre le Touzel is pretty poor as Fanny, and the rest are not much better, everybody is very stilted and unnatural. Also the camerawor"
467,"Don't tell me this film was funny or a little funny. It was a complete disaster, and one of the worst movies I've ever seen. Ali G is only funny on Channel 4's Ali G Show. After watching his performan"
468,This ranks up there as the worst movies of all time. No research or thought at all went into this movie. Action scenes were thrown in at random intervals which made no sense in the context of the movi
469,"One of the worst movies I've ever seen. Yes, I know I'm not the target audience. Target audience is females, either college age or middle aged or any aged I guess. I'm none of these so the makers don'"
470,"This was one of the worst films i have ever seen. I'm still trying to get over how bad it was. Just because it has Godard's name attached to it, doesn't make it great. Beyond the fact it makes absolut"
471,"My family and I normally do not watch local movies for the simple reason that they are poorly made, they lack the depth, and just not worth our time.<br /><br />The trailer of ""Nasaan ka man"" caught m"
472,"I couldn't help but look at the time every 5 to 10 minutes because I found this movie a total drag. Childish humor, cheap looking sets, cheap looking effects, a plot that makes ""Legally blonde"" look l"
473,"This movie was so poorly acted. What was with Jeff Bridges accent, horrible and unbelievable. Was it supposed to be French, Scandinavian?The script was lame. To have the heroine trip over the grave of"
474,"Sad in every aspect, this poor excuse for a career boost for Connery was neither that nor the hit Warners wanted it to be. Overlong by 20 minutes and filled with embarrassing moments for everyone invo"
475,"I thought this was an extremely bad movie. The whole time I was watching this movie I couldn't help but think over and over how bad it is, and how that was $3.69 down the drain. The plot was so jumpy."
476,"Even if I had not read Anne Rice's ""Queen of the Damned"" from the ""Vampire Chronicles,"" I probably would still have thought this movie was just awful.<br /><br />It was tasteless, plot-less, it made a"
477,"I went into this movie hoping for an imaginative twist on the Second Coming. Boy, was I ever wrong. BBC are dullards at pacing a movie, total idiots at creating suspense, fools at building intensity. "
478,1- Stephen Baldwin doesn't care about his involvement in Stephen Baldwin vehicles.<br /><br />2- The acting in any Stephen Baldwin vehicle ranges from horrible to mildly passable.<br /><br />3- Writer
479,his has to surely be one of the worst gay-themed films of all time. Who told any of the so-called actors that they can act. Bad sound - bad script - gestures so overboard that they defy reality. A nig
480,This movie was childish in its writing and laughable in its visual effects. Scenes where Father Merrin is tossing in his bed and his glimpses of a gimpy native are signs of bad acting and poor imagina
481,"I couldn't believe this was the same director as Antonia's Line.<br /><br />This film has it all, a boring plot, disjointed flashbacks, a subplot that has nothing to do with the main plot what so ever"
482,"For those of you who have a few kind words for this film, I suspect you didn't see it when it was released as ""Parts: The Clonus Horror."" <br /><br />It was a dreadfully boring movie. It missed the ma"
483,"Horrible Horrible movie, i still can't believe my friend talked me into seeing this! No plot, bad acting, unfunny scenes, and very very stupid dialogue. All i have to say is that this movie is the wor"
484,"1) Bad acting.<br /><br />2) For a bunch of castaways on an alien planet, it sure looked like home, especially with the houses and roads you can glimpse in the background.<br /><br />3) Terrible plot "
485,i was lucky enough to read the book beforehand and i do know a little about Tudor england.<br /><br />the writing directing and editing of this TV movie for the most part was truly awful. i felt as if
486,"This movie is one of the worst movies I have ever seen! The cast was fantastic, but the movie itself was horrible. It was so awful, I had to register just to say how bad it was.<br /><br />I watched t"
487,"This movie (even calling it a movie is an overstatement) is ridiculously horrible. Normally a huge fan of Eric Roberts in ""B"" list movies, this tragedy of a flick makes me question his real B list clo"
488,"Went with some friends and one of my friends mom, thinking it would be a good way to start off the spring break, but the movie turned out awful. We all agree it shouldn't have been PG-13. More like R "
489,I got seriously ripped off with this purchase. The other posters pretty well cover the failings of this poor poor film. My DVD that I purchased actually had the 1978 Piranha poster art on the cover wi
490,"Maybe the subject was good, but put down to a script it fails in pace. Maybe the author was trying to obtain something slow-paced like Alien, but instead of being haunting, this movie turned out just "
491,"A really very bad movie, with a very few good moments or qualities.<br /><br />It starts off with pregnant Linda Blair, who runs down a hallways to flee what might be monsters or people with pitchfork"
